what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1226867375088
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.contextInformation,1226867377100
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1226867377782
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1226867388512
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1226867390376
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1226867391926
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1226867397461
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1226867418252
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1226867429023
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1226867444118
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867447149
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867448318
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867448424
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867449622
activated,view,com.android.ide.eclipse.ddms,0.8.0.v200809220836-110569,com.android.ide.eclipse.ddms.views.LogCatView,1226867451224
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867463919
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867469281
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867486579
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867490059
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1226867498679
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867504846
executed,command,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.edit.text.java.override.methods,1226867530961
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867531006
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1226867537625
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineEnd,1226867537863
