what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867639532
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867654349
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867656228
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867661705
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867669908
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867673034
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867675711
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867678498
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867680940
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867684114
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867691738
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867693429
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867713529
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867723038
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867731118
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867772214
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867775795
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226867860797
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1226867861489
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1226867868717
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1226867869796
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.text.contentAssist.proposals,1226867878325
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1226867907498
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1226867911272
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1226867918318
