what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.mylyn.tasks.ui,3.0.0.v20080619-1900,org.eclipse.mylyn.tasks.ui.views.tasks,1226868117470
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1226868117837
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1226868139958
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1226868143089
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226868144514
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226868145086
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226868152495
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226868157819
activated,view,com.android.ide.eclipse.ddms,0.8.0.v200809220836-110569,com.android.ide.eclipse.ddms.views.LogCatView,1226868157884
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1226868173846
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1226868180675
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineStart,1226868180891
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226868185510
executed,command,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.edit.text.java.extract.method,1226868190124
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226868190270
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineEnd,1226868191285
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.cut,1226868191728
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.lineEnd,1226868197291
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1226868197698
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.textStart,1226868198140
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1226868198803
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226868200639
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226868201173
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226868211716
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1226868220193
